soc,onet_soc,occupation,skill,importance_1_to_5,rating_date,onet_version,source_url
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Equipment Maintenance,3.12,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Operation and Control,3.12,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Operations Monitoring,3.12,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Quality Control Analysis,3.12,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Active Learning,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Active Listening,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Critical Thinking,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Equipment Selection,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Judgment and Decision Making,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Reading Comprehension,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Service Orientation,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Speaking,3.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Coordination,2.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Monitoring,2.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Systems Analysis,2.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Systems Evaluation,2.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Time Management,2.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Social Perceptiveness,2.75,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Writing,2.62,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Instructing,2.5,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Negotiation,2.5,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Persuasion,2.5,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Learning Strategies,2.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Mathematics,2.0,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Installation,1.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Management of Material Resources,1.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Management of Personnel Resources,1.88,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Management of Financial Resources,1.75,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Operations Analysis,1.62,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Science,1.62,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Technology Design,1.62,08/2025,31.0,https://www.onetcenter.org/database.html
49-3092,49-3092.00,Recreational Vehicle Service Technicians,Programming,1.5,08/2025,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Time Management,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Active Listening,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Service Orientation,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Operation and Control,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Operations Monitoring,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Repairing,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Speaking,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Troubleshooting,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Complex Problem Solving,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Critical Thinking,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Quality Control Analysis,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Coordination,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Judgment and Decision Making,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Monitoring,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Reading Comprehension,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Social Perceptiveness,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Active Learning,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Equipment Maintenance,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Equipment Selection,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Instructing,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Learning Strategies,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Management of Personnel Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Mathematics,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Negotiation,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Persuasion,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Systems Analysis,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Systems Evaluation,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Writing,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Management of Material Resources,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Installation,1.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Management of Financial Resources,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Technology Design,1.25,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Operations Analysis,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Programming,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-3093,49-3093.00,Tire Repairers and Changers,Science,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Critical Thinking,3.38,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Repairing,3.25,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Active Listening,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Equipment Maintenance,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Judgment and Decision Making,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Monitoring,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Operations Monitoring,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Quality Control Analysis,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Speaking,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Troubleshooting,3.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Complex Problem Solving,3.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Coordination,3.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Operation and Control,3.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Reading Comprehension,3.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Writing,3.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Active Learning,2.88,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Equipment Selection,2.88,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Social Perceptiveness,2.88,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Time Management,2.75,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Learning Strategies,2.5,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Service Orientation,2.5,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Installation,2.38,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Instructing,2.25,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Systems Analysis,2.25,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Mathematics,2.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Negotiation,2.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Systems Evaluation,2.12,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Management of Personnel Resources,2.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Persuasion,2.0,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Management of Financial Resources,1.88,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Technology Design,1.88,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Management of Material Resources,1.75,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Science,1.75,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Operations Analysis,1.62,07/2017,31.0,https://www.onetcenter.org/database.html
49-9012,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanica",Programming,1.62,07/2017,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Operations Monitoring,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Troubleshooting,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Critical Thinking,3.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Repairing,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Equipment Maintenance,3.25,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Installation,3.25,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Reading Comprehension,3.25,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Complex Problem Solving,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Equipment Selection,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Judgment and Decision Making,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Systems Analysis,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Systems Evaluation,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Active Learning,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Active Listening,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Coordination,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Monitoring,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Operation and Control,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Quality Control Analysis,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Social Perceptiveness,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Speaking,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Time Management,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Writing,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Service Orientation,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Instructing,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Management of Personnel Resources,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Mathematics,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Persuasion,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Learning Strategies,2.38,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Management of Material Resources,2.25,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Management of Financial Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Negotiation,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Operations Analysis,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Programming,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Science,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-9021,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and I",Technology Design,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Repairing,3.88,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Critical Thinking,3.75,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Equipment Maintenance,3.62,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Troubleshooting,3.62,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Operations Monitoring,3.5,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Quality Control Analysis,3.5,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Speaking,3.5,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Active Listening,3.38,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Complex Problem Solving,3.12,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Reading Comprehension,3.12,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Equipment Selection,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Installation,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Judgment and Decision Making,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Service Orientation,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Time Management,3.0,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Active Learning,2.88,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Monitoring,2.88,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Operation and Control,2.88,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Coordination,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Persuasion,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Social Perceptiveness,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Writing,2.75,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Systems Analysis,2.62,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Management of Personnel Resources,2.5,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Instructing,2.25,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Negotiation,2.25,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Systems Evaluation,2.25,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Learning Strategies,2.12,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Management of Material Resources,2.12,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Mathematics,2.12,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Management of Financial Resources,2.0,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Operations Analysis,1.88,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Technology Design,1.88,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Science,1.75,08/2018,31.0,https://www.onetcenter.org/database.html
49-9031,49-9031.00,Home Appliance Repairers,Programming,1.62,08/2018,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Equipment Maintenance,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Operation and Control,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Operations Monitoring,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Repairing,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Troubleshooting,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Quality Control Analysis,3.75,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Critical Thinking,3.62,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Active Learning,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Active Listening,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Complex Problem Solving,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Equipment Selection,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Judgment and Decision Making,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Monitoring,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Coordination,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Speaking,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Time Management,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Reading Comprehension,2.88,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Systems Analysis,2.88,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Systems Evaluation,2.88,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Social Perceptiveness,2.75,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Writing,2.75,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Installation,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Instructing,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Learning Strategies,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Management of Personnel Resources,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Mathematics,2.38,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Service Orientation,2.25,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Persuasion,2.12,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Technology Design,2.0,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Negotiation,1.88,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Operations Analysis,1.88,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Management of Material Resources,1.75,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Programming,1.75,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Science,1.75,08/2021,31.0,https://www.onetcenter.org/database.html
49-9041,49-9041.00,Industrial Machinery Mechanics,Management of Financial Resources,1.62,08/2021,31.0,https://www.onetcenter.org/database.html
49-9043,49-9043.00,"Maintenance Workers, Machinery",Equipment Maintenance,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
49-9043,49-9043.00,"Maintenance Workers, Machinery",Operations Monitoring,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
49-9043,49-9043.00,"Maintenance Workers, Machinery",Repairing,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
49-9043,49-9043.00,"Maintenance Workers, Machinery",Troubleshooting,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
49-9043,49-9043.00,"Maintenance Workers, Machinery",Operation and Control,3.62,08/2024,31.0,https://www.onetcenter.org/database.html
